crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
theft,aruppala,06.01.2023,F,tamil ,34,15:12,Rainy,7.308715661,80.64487006,Non-Holiday,FALSE,General Urban,Aruppala East,LK2130050,1293,165.4
stabbing,colombo street ,06.01.2023,M,sinhala,66,15:19,Rainy,7.294100986,80.63760149,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,300.2
robbery,dutugamunu mawatha,10.01.2023,M,Sinhala,59,13:46,Cloudy,7.31612834,80.64527058,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,441.8
robbery,poornawatte,11.01.2023,M,tamil ,44,8:18,Cloudy,7.310225302,80.62860406,Non-Holiday,FALSE,General Urban,Mapanawathura,LK2130070,12324,82.1
drugs,yatinuwara street,11.01.2023,M,Sinhala,47,12:05,Cloudy,7.296403514,80.63705841,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,97.3
burglary,rosawatte,11.01.2023,M,Sinhala,61,13:58,Cloudy,7.291981407,80.63204238,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,210.1
burglary,buwelikada junction,11.01.2023,M,Sinhala,17,17:04,Cloudy,7.299332371,80.65203585,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,477.6
burglary,lewella gangaramaya,12.01.2023,F,Sinhala,57,13:49,Cloudy,7.295538763,80.65087528,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,50
burglary,in front of post office,13.01.2023,F,Sinhala,46,11:51,Cloudy,7.291432064,80.63380305,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,404.3
stabbing,thannekumbura,14.01.2023,M,Sinhala,38,8:07,Cloudy,7.281789381,80.66033726,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,250.4
theft,sky gate hotel,17.01.2023,M,sinhala,44,14:40,Rainy,7.28689045,80.65470405,Non-Holiday,FALSE,Commercial,Ampitiya North,LK2130230,926,510.3
stabbing,deiyanwela,17.01.2023,M,Sinhala,71,16:02,Rainy,7.291377505,80.63429245,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,448
burglary,bowalawatte,18.01.2023,M,sinhala,56,9:49,Cloudy,7.256336624,80.62388899,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,730.1
vehicle theft,polgolla,20.01.2023,M,Sinhala,61,17:30,Cloudy,7.316100822,80.65196591,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,219.5
theft,goodshed bus stand,21.01.2023,M,Sinhala,18,14:02,Rainy,7.289348641,80.62898384,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,126.4
theft,paradeniya road,21.01.2023,M,tamil ,34,15:47,Rainy,7.281697014,80.62129319,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,181.1
robbery,bowalawatte,23.01.2023,F,Muslim,41,9:16,Rainy,7.25702547,80.62574392,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,894.5
robbery,kingswood,23.01.2023,M,muslim,30,14:34,Rainy,7.277743628,80.61593515,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,208.6
drugs,yatinuwara street,24.01.2023,M,Sinhala,25,12:02,Rainy,7.296636284,80.63646588,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,41.3
drugs,dangolla junction,25.01.2023,M,muslim,26,8:16,Cloudy,7.270698054,80.60672215,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,669.9
burglary,nagasthanne,25.01.2023,M,Sinhala,52,9:16,Cloudy,7.281450467,80.63323841,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,402.6
theft,dangolla,26.01.2023,foreign couple,Sinhala,15,3:19,Rainy,7.269703845,80.61205456,Non-Holiday,FALSE,Residential,Bowala,LK2130205,2430,183.8
theft,kotugodalla street,27.01.2023,M,Sinhala,53,2:51,Rainy,7.295088478,80.63867813,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,312.1
robbery,sri wickramasinghe mawatha,27.01.2023,M,sinhala,25,10:46,Rainy,7.286039978,80.6388743,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,674.7
theft,kotugodalla road,28.01.2023,M,muslim,45,14:34,Rainy,7.29602546,80.63481973,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,155.3
theft,ampitiyaa,01.02.2023,F,Sinhala,27,19:27,Rainy,7.271358895,80.66041469,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,438.8
theft,pattiyakale watte,01.02.2023,M,Sinhala,21,22:58,Rainy,7.292222898,80.63486102,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,480.9
burglary,watapuluwa,02.02.2023,M,Sinhala,30,16:48,Rainy,7.318037472,80.64388769,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,299.5
theft,train station,02.02.2023,M,sinhala,44,21:56,Rainy,7.29106568,80.63492221,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,444.9
vehicle theft,Municipal indoor sports complex,05.02.2023,F,sinhala,44,13:31,Cloudy,7.284410335,80.6241026,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,247.9
burglary,dalada maligawa,05.02.2023,M,Sinhala,21,14:12,Cloudy,7.293082174,80.63939584,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,480.3
drugs,pattiyakale watte,06.02.2023,M,Sinhala,17,15:20,Rainy,7.291359932,80.6343797,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,449.5
vehicle theft,ogastawatte,09.02.2023,M,Sinhala,19,6:59,Cloudy,7.290166009,80.63191055,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,310.6
robbery,Municipal indoor sports complex,09.02.2023,F,muslim,34,15:09,Cloudy,7.283700255,80.62351495,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,238
drugs,highschool,10.02.2023,M,sinhala,29,3:25,Cloudy,7.290488217,80.6348358,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,384.9
vehicle theft,goerge.E.Silva lane,11.02.2023,M,Sinhala,22,15:27,Cloudy,7.2911312,80.63228517,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,297.9
vehicle theft,wagolla lewella,12.02.2023,foreign couple,Sinhala,78,14:26,Cloudy,7.302598332,80.6473875,Non-Holiday,FALSE,General Urban,Lewella,LK2130125,11008,220.6
theft,hanthane watte,13.02.2023,M,Muslim,19,8:42,Cloudy,7.268944367,80.63396638,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,529.6
theft,bogambara,13.02.2023,M,Sinhala,53,19:39,Cloudy,7.285445394,80.63658005,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,464.5
theft,rajapihilla lane,14.02.2023,F,Sinhala,34,11:59,Cloudy,7.288219211,80.64187191,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,657.7
robbery,colombo street ,14.02.2023,M,Sinhala,41,13:09,Cloudy,7.296281068,80.63550859,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,74.8
burglary,central market,15.02.2023,M,Sinhala,33,2:39,Cloudy,7.291598748,80.63352416,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,368.4
robbery,kandy hospital,15.02.2023,F,Sinhala,40,14:27,Cloudy,7.286323259,80.63149038,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,213.1
theft,in front train station,16.02.2023,F,Sinhala,66,12:11,Cloudy,7.290030795,80.63266875,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,275.2
theft,poornawatte,16.02.2023,M,sinhala,48,21:43,Cloudy,7.310224544,80.63109746,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,284.5
drugs,kandy hospital,17.02.2023,M,Sinhala,45,9:15,Cloudy,7.287889645,80.63191724,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,119.8
stabbing,dharmasena lane,17.02.2023,F,Sinhala,40,18:21,Cloudy,7.268874948,80.59046807,Non-Holiday,FALSE,General Urban,Uda Eriyagama East,LK2136420,19822,311.6
vehicle theft,watapuluwa prithi mawatha,18.02.2023,F,Sinhala,39,9:57,Rainy,7.315320679,80.64478124,Maha Sivarathri Day,TRUE,General Urban,Watapuluwa South,LK2130045,21491,532.6
theft,nagasthanne,19.02.2023,M,Muslim,64,14:19,Rainy,7.282502597,80.63442568,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,541
stabbing,Municipal indoor sports complex,19.02.2023,F,Sinhala,31,16:26,Rainy,7.283771107,80.62656466,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,191.6
burglary,dharmasena lane,20.02.2023,F,tamil ,50,19:59,Rainy,7.269348771,80.59087704,Non-Holiday,FALSE,General Urban,Uda Eriyagama East,LK2136420,19822,365.2
robbery,pathanawatte heerassagala,21.02.2023,M,Sinhala,30,15:34,Rainy,7.260812903,80.61772465,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,178.9
burglary,suduhumpola,22.02.2023,M,Sinhala,60,13:11,Cloudy,7.281175222,80.62654973,Non-Holiday,FALSE,General Urban,Suduhumpala East,LK2130160,18807,171.1
stabbing,bus stand,22.02.2023,M,Sinhala,43,14:29,Cloudy,7.302988534,80.63578861,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,65
stabbing,lewella bangalaawatte,23.02.2023,M,Sinhala,26,9:06,Cloudy,7.297569901,80.65202694,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,302.6
theft,gatambe junction,26.02.2023,M,Muslim,57,13:54,Cloudy,7.272087902,80.60551894,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,806.5
theft,watapuluwa,27.02.2023,M,Sinhala,58,15:37,Rainy,7.317904908,80.64383153,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,300.7
vehicle theft,hanthane road,01.03.2023,F,tamil ,70,21:29,Rainy,7.285165682,80.63376987,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,282.3
burglary,kotugodalla road,02.03.2023,M,Sinhala,53,1:50,Cloudy,7.295648102,80.6374325,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,161.9
robbery,dharmapala road lewella,02.03.2023,F,tamil ,53,2:21,Cloudy,7.298782678,80.65058694,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,384.7
burglary,bogambara bus stand,04.03.2023,M,Sinhala,47,5:51,Rainy,7.291359401,80.63314457,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,348.1
robbery,buwelikada junction,04.03.2023,M,Muslim,24,9:02,Rainy,7.299500606,80.65204202,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,495.4
burglary,bus stand,04.03.2023,F,Sinhala,52,21:48,Rainy,7.299615873,80.6355495,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,364.1
burglary,dalada maligawa,05.03.2023,M,Sinhala,25,10:28,Rainy,7.295357411,80.64279516,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,193.4
burglary,watapuluwa,08.03.2023,M,Sinhala,68,21:57,Rainy,7.3185206,80.64351739,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,241.4
burglary,peradeniya,09.03.2023,M,Sinhala,56,16:05,Cloudy,7.271777708,80.59195013,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,221.5
drugs,panideniya bus stand,10.03.2023,M,Sinhala,52,8:35,Rainy,7.256392631,80.5894297,Non-Holiday,FALSE,Commercial,Godagandeniya,LK2130190,5339,436.3
stabbing,dutugamunu mawatha,11.03.2023,F,tamil ,35,2:10,Rainy,7.31560958,80.64608129,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,411.1
burglary,kotugodalla road,13.03.2023,F,Sinhala,42,7:23,Rainy,7.295885463,80.63537709,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,105.1
theft,kotugodalla road,13.03.2023,M,Sinhala,40,11:26,Rainy,7.297972471,80.63698092,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,196
theft,peradeniya road,13.03.2023,M,sinhala,35,19:27,Rainy,7.283130101,80.62191664,Non-Holiday,FALSE,General Urban,Katukele West,LK2130105,8913,235
burglary,thannekumbura,14.03.2023,M,Sinhala,39,5:22,Rainy,7.282749518,80.66378802,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,446.4
theft,ogastawatte,14.03.2023,M,muslim,24,18:33,Rainy,7.290003286,80.63455109,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,322.5
robbery,william gopallawa lane,15.03.2023,M,Sinhala,37,17:10,Rainy,7.290928966,80.63246803,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,328
stabbing,mapanawathura,17.03.2023,M,Sinhala,54,0:07,Cloudy,7.300295486,80.62790159,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,138.4
theft,ampitiya,19.03.2023,foreign couple,Sinhala,19,3:51,Rainy,7.273842807,80.65944932,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,465.6
robbery,mapanawathura,20.03.2023,M,Sinhala,58,14:06,Rainy,7.30169879,80.62612691,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,386.6
stabbing,udabowala,21.03.2023,M,tamil ,28,8:29,Rainy,7.264452123,80.6158519,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,360.2
stabbing,dalada street,22.03.2023,F,muslim,41,18:26,Rainy,7.293408155,80.64069786,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,332.6
theft,post office,23.03.2023,M,muslim,45,22:18,Rainy,7.290743574,80.63114656,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,283.9
burglary,suduhumpola,24.03.2023,M,Sinhala,36,13:14,Cloudy,7.280813797,80.62427075,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,175.2
drugs,people's bank,25.03.2023,M,Sinhala,25,10:20,Cloudy,7.290980011,80.63462664,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,421.3
theft,Police Station - Kandy,26.03.2023,M,Sinhala,52,5:07,Rainy,7.293273759,80.63459068,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,389.2
burglary,new queens hotel,26.03.2023,M,Sinhala,42,13:43,Rainy,7.292301954,80.6383896,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,517
theft,mada bowala angampitiya,27.03.2023,M,sinhala,29,11:10,Rainy,7.271431818,80.61223263,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,65.4
robbery,hanthane watte,27.03.2023,M,Sinhala,35,15:04,Rainy,7.267356565,80.63387777,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,703.6
robbery,watapuluwa,29.03.2023,M,Sinhala,27,15:01,Rainy,7.316703147,80.64396951,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,393.7
stabbing,kingswood,29.03.2023,F,Sinhala,45,15:11,Rainy,7.27839512,80.61581318,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,167.6
robbery,highschool,29.03.2023,M,Sinhala,66,17:49,Rainy,7.289361783,80.63399077,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,229.4
theft,katugasthota road,29.03.2023,F,Sinhala,35,22:18,Rainy,7.314677896,80.63400831,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,305.9
burglary,walespark,30.03.2023,F,sinhala,44,10:46,Rainy,7.288947212,80.63815992,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,594
theft,mahaiyawa,30.03.2023,M,sinhala,32,19:28,Rainy,7.304498176,80.6343069,Non-Holiday,FALSE,General Urban,Mahaiyawa,LK2130065,11543,177.1
vehicle theft,asgiriya stadium,31.03.2023,M,tamil ,19,2:37,Rainy,7.2978629,80.63259846,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,426.8
vehicle theft,bus stand ,01.04.2023,F,sinhala,44,12:43,Rainy,7.300275921,80.63775305,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,434.3
theft,Lady golden road,01.04.2023,M,muslim,25,18:58,Rainy,7.289279776,80.63462081,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,264.1
burglary,mahaiyawa cemetary,02.04.2023,M,Sinhala,41,16:13,Rainy,7.304010227,80.63460645,Independence Day,TRUE,General Urban,Mahaiyawa,LK2130065,11543,120.3
drugs,bogambara bus stand,04.04.2023,F,Sinhala,32,14:42,Rainy,7.290669592,80.63532027,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,432
stabbing,lake house hotel,05.04.2023,M,muslim,49,15:10,Rainy,7.26804887,80.59642883,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,525.2
burglary,Municipal indoor sports complex,06.04.2023,M,Sinhala,50,16:48,Rainy,7.286757377,80.6269481,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,306.9
stabbing,people's bank,06.04.2023,M,Sinhala,48,19:25,Rainy,7.289645397,80.63321255,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,232.2
stabbing,Municipal indoor sports complex,06.04.2023,F,Sinhala,38,20:06,Rainy,7.285908497,80.62638814,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,404.6
robbery,goerge.E. silva lane,07.04.2023,M,Sinhala,26,11:21,Cloudy,7.288763165,80.63204172,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,166.4
stabbing,goerge.E.Silva lane,07.04.2023,M,Sinhala,37,15:58,Cloudy,7.290002251,80.63184977,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,296.4
stabbing,pathanawatte heerassagala,07.04.2023,M,muslim,33,18:05,Cloudy,7.262443226,80.61771403,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,359.5
burglary,panideniya bus stand,07.04.2023,F,Sinhala,63,19:16,Cloudy,7.254342849,80.59121789,Non-Holiday,FALSE,Commercial,Penideniya,LK2139135,16411,472.9
stabbing,wewathanne road,08.04.2023,F,sinhala,29,11:16,Rainy,7.169731206,80.59518559,Non-Holiday,FALSE,Commercial,Wewathenna,LK2142095,22268,661.5
burglary,hewaheta,09.04.2023,M,tamil ,53,4:05,Rainy,7.110090374,80.76136293,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6981.7
robbery,hanathane kadurata malshalawa,10.04.2023,F,Sinhala,15,17:28,Rainy,7.289249498,80.63137426,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,255.3
robbery,hewaheta,11.04.2023,M,Sinhala,43,12:59,Cloudy,7.110836652,80.76199839,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6933.1
drugs,dalada maligawa,11.04.2023,F,Sinhala,41,18:31,Cloudy,7.294687774,80.64298318,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,120.3
theft,hanathane kadurata malshalawa,12.04.2023,F,sinhala,60,21:46,Rainy,7.286901112,80.63457567,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,193.7
stabbing,hanthane watte,12.04.2023,F,Sinhala,38,21:51,Rainy,7.266320362,80.63521997,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,803.7
stabbing,yatinuwara lane,16.04.2023,M,Sinhala,22,17:49,Rainy,7.294451489,80.63635124,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,217.6
drugs,colombo street ,17.04.2023,M,Sinhala,23,12:32,Cloudy,7.295182693,80.63586683,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,139.7
stabbing,heerassagala,18.04.2023,M,Sinhala,51,21:52,Cloudy,7.260562157,80.61741796,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,160.2
drugs,rajapihilla lane,19.04.2023,M,tamil ,30,9:53,Rainy,7.288385263,80.6419505,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,637.4
drugs,ampitiya,20.04.2023,F,Sinhala,31,13:18,Rainy,7.272910005,80.65846059,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,579.7
theft,hanathane kadurata malshalawa,21.04.2023,M,Sinhala,17,6:24,Rainy,7.289438057,80.63298486,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,207.5
drugs,bogambara,23.04.2023,F,Sinhala,41,9:09,Rainy,7.287928414,80.63433532,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,157.2
theft,lewella gangaramaya,23.04.2023,M,Muslim,59,14:02,Rainy,7.295852859,80.65194313,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,172.1
theft,bogambara,23.04.2023,F,Sinhala,25,16:27,Rainy,7.287832679,80.63465849,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,190
vehicle theft,yatinuwara street,27.04.2023,M,Sinhala,39,3:05,Rainy,7.294374584,80.6361998,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,225.3
vehicle theft,kotugodalla road,28.04.2023,M,Muslim,15,7:25,Rainy,7.297215745,80.63789538,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,210.1
vehicle theft,mada bowala angampitiya,28.04.2023,M,Sinhala,42,10:13,Rainy,7.272678457,80.61253205,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,167.2
burglary,dalada street,29.04.2023,M,Sinhala,61,12:55,Rainy,7.293823506,80.64330854,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,41.1
drugs,amaya hotel,29.04.2023,F,tamil ,35,18:17,Rainy,7.273315583,80.61297697,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,236.9
robbery,ampitiya road,29.04.2023,F,tamil ,36,18:35,Rainy,7.282567989,80.64974708,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,300.1
drugs,asgiriya stadium,29.04.2023,M,Sinhala,41,19:21,Rainy,7.297802229,80.63380619,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,304.4
drugs,kotugodalla road,29.04.2023,M,Sinhala,21,19:33,Rainy,7.297927622,80.63534677,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,192.9
robbery,panideniya bus stand,01.05.2023,M,Sinhala,29,18:46,Rainy,7.256592939,80.58998493,Non-Holiday,FALSE,Commercial,Godagandeniya,LK2130190,5339,488.6
robbery,watapuluwa,01.05.2023,M,Sinhala,23,22:44,Rainy,7.316151729,80.64349568,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,407.9
burglary,ampitiya,02.05.2023,M,Sinhala,20,8:28,Rainy,7.274542475,80.66159927,Nawam Full Moon Poya Day,TRUE,General Urban,Ampitiya Pallegama,LK2130245,928,249.3
drugs,hanthane road,02.05.2023,M,Sinhala,42,14:00,Rainy,7.283767607,80.63308583,Nawam Full Moon Poya Day,TRUE,General Urban,Bogambara,LK2130145,2198,423.3
theft,mahaiyawa,03.05.2023,M,sinhala,51,14:11,Rainy,7.305700198,80.63233505,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,163.2
stabbing,Apiit campus,04.05.2023,M,Sinhala,34,15:29,Rainy,7.281638357,80.61943589,Bak Full Moon Poya Day,TRUE,Commercial,Suduhumpala West,LK2130165,18808,369.2
robbery,Police Station - Kandy,06.05.2023,F,tamil ,34,13:59,Rainy,7.294366666,80.63460719,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,284.8
theft,in front of post office,06.05.2023,F,Sinhala,32,14:00,Rainy,7.291786742,80.63369811,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,375.7
burglary,colombo street ,07.05.2023,F,Sinhala,34,11:49,Rainy,7.295120782,80.63842638,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,286.1
burglary,welikanda,07.05.2023,M,Sinhala,36,17:01,Rainy,7.307226507,80.63322735,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,207
burglary,bogambara prison,10.05.2023,F,Sinhala,32,5:39,Rainy,7.291572583,80.63566809,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,536
stabbing,nuwarawela ampitiya,10.05.2023,M,Sinhala,32,11:43,Rainy,7.284653588,80.64836543,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,232.9
drugs,hewaheta road,12.05.2023,M,Sinhala,15,5:46,Rainy,7.29405389,80.64802555,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,305
theft,sirimawo bandaranayake lane,14.05.2023,M,sinhala,48,17:47,Rainy,7.26615066,80.5984053,Non-Holiday,FALSE,Commercial,Getambe,LK2130180,5235,822.7
vehicle theft,dutugamunu mawatha,15.05.2023,M,Sinhala,24,7:13,Rainy,7.314122909,80.64754863,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,482.3
robbery,gatambe,15.05.2023,F,Sinhala,74,11:34,Rainy,7.271521828,80.59733291,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,379.6
robbery,kotugodalla street,15.05.2023,M,Sinhala,20,15:38,Rainy,7.295426217,80.63566202,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,122.3
theft,bus stand,17.05.2023,F,muslim,30,18:00,Rainy,7.299516628,80.63648946,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,348.2
theft,asgiriya   ,18.05.2023,M,sinhala,61,11:45,Rainy,7.298153803,80.63124312,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,301.8
robbery,goodshed bus stand,18.05.2023,M,Sinhala,35,16:20,Rainy,7.29053233,80.63128712,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,310.2
burglary,dharmapala road lewella,20.05.2023,F,Sinhala,32,14:34,Rainy,7.297463624,80.65039609,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,238
stabbing,poornawatte,21.05.2023,M,Sinhala,67,11:06,Rainy,7.308846782,80.6279432,Non-Holiday,FALSE,General Urban,Mapanawathura,LK2130070,12324,246.3
burglary,aruppala,21.05.2023,M,muslim,42,18:50,Rainy,7.307934564,80.64541408,Non-Holiday,FALSE,General Urban,Aruppala East,LK2130050,1293,190.4
burglary,D.S senanayake lane,22.05.2023,F,muslim,42,21:15,Rainy,7.298629215,80.63649401,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,250.3
robbery,katugasthota road,23.05.2023,M,Sinhala,47,11:52,Rainy,7.311692578,80.63399333,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,171.8
burglary,Municipal indoor sports complex,23.05.2023,M,Sinhala,27,17:50,Rainy,7.283980807,80.62564307,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,180.1
theft,peradeniya road,24.05.2023,F,Sinhala,32,7:12,Cloudy,7.282190472,80.62210832,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,164.1
theft,bogambara,24.05.2023,M,Sinhala,42,9:41,Cloudy,7.28589975,80.63546247,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,333.3
